Language_ID	aes	category	classification	level	med	medovertime	subclassification	Name	Macroarea	Latitude	Longitude	Glottocode	ISO639P3code	Countries	Family_ID	Language_level_ID
bwat1240	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/bwat1242/haek1241	language	grammar_sketch	['Rivierre, Jean Claude and Ehrhart, Sabine. 2006. Le Bwatoo et les dialectes de la région de Koné (Nouvelle-Calédonie). (Langues et cultures du Pacifique, 17.) Paris: Peeters. 501pp. (SELAF 435).']	bwat1240:1;	Bwatoo	Papunesia	-21.3777	165.076	bwat1240	bwa	NC	aust1307	bwat1240
bwen1239	nearly_extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239	language	wordlist_or_less	['Charpentier, Jean-Michel. 1982. Atlas linguistique du Sud-Malakula (Vanuatu): Linguistic atlas of South Malakula (Vanuatu). (Langues et cultures du Pacifique, 2.) Paris: SELAF. 177+1728pp. (2 vols.)']	bwen1239:1;	Bwenelang	Papunesia	-16.338946	167.660849	bwen1239	NA	VU	aust1307	bwen1239
caac1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/extr1244/kumn1236	language	grammar_sketch	['Aurélie Cauchard. 2018. Spatial Expression in Caac: An Oceanic Language Spoken in the North of New Caledonia. (Pacific Linguistics.) Berlin: De Gruyter Mouton. 310pp.', 'Aurélie Cauchard. 2014. A study of space in Caac, an Oceanic language spoken in the north of New Caledonia. (Doctoral dissertation, University of Manchester; 300pp.)', 'Aurélie Cauchard. 2013. """"The house is facing downwards to me"""" - orientation and frames of reference in Caac (New Caledonia). Paper Presented at the APLL-6 Conference, SOAS, London. 8pp.', """"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mélanésie. (Travaux et Mémoires de l'Institut d'Ethnologie, XLVI.) Paris: Institut d'Ethnologie. 697pp.""""]	(laco1243:1,poue1237:1)caac1237:1;	Caac	Papunesia	-20.4114	164.578	caac1237	msq	NC	aust1307	caac1237
caro1242	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/cent2276/west2844/pona1247/truk1243/nucl1749/cent2290/sata1238/macr1274	language	grammar_sketch	['Georg Fritz. 1911. Die Zentralkarolinische Sprache: Grammatik, Übungen und Wörterbuch der Mundart der westlich von Truk liegenden Atolle, insbesondere der Saipan-Karoliner. (Lehrbücher des Seminars für orientalische Sprachen zu Berlin, 29.) Berlin: Georg Reimer. 154pp.']	caro1242:1;	Carolinian	Papunesia	15.205	145.765	caro1242	cal	MP	aust1307	caro1242
cemu1238	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/cemp1235	language	long_grammar	['Jean-Claude Rivierre. 1980. La Langue de Touho: Phonologie et grammaire du Cè̄mūjî̄ (Nouvelle Calédonie). (Langues et Civilisations à Tradition Orale, 38.) Paris: Peeters. 363pp.', 'Alphonse Colomb. 1890. La tribu de wagap (Nouvelle Calédonie): ses moeurs et sa langue. Paris: Librairie Ch.~Chadenat. 156pp.']	cemu1238:1;	Cemuhî	Papunesia	-20.8489	165.13	cemu1238	cam	NC	aust1307	cemu1238
cent2058	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/maew1234	language	grammar_sketch	['W. G. Ivens. 1940. A Grammar of the Language of Lotora, Maewo, New Hebrides, Melanesia. Bulletin of the School of Oriental and African Studies 10. 679-698.', 'Robert Codrington. 1885. The Melanesian Languages. Oxford: Clarendon Press. viii+572pp.']	(loto1239:1,pete1237:1,tano1245:1)cent2058:1;	Central Maewo	Papunesia	-15.0784	168.135	cent2058	mwo	VU	aust1307	cent2058
chek1238	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/sant1458/east2452	language	long_grammar	['Fredrick Boswell. 2018. A Grammar of Cheke Holo. (Doctoral dissertation, Rijksuniversiteit te Leiden; xvi+317pp.)', 'White, Geoffrey M. and Francis Kokhonigita and Hugo Pulomana. 1988. Cheke Holo dictionary. (Pacific Linguistics: Series C, 97.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xliii+285pp.', 'Darrell T. Tryon and B. D. Hackman. 1983. Solomon Islands Languages: An Internal Classification. (Pacific Linguistics: Series C, 72.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+490+19pp.', 'Sidney H. Ray. 1926. A Comparative Study of the Melanesian Island Languages. Cambridge: Cambridge University Press. 598pp. (Also titled A Comparative Study of the Melanesian Languages).']	(hogr1237:1,mari1427:1)chek1238:1;	Cheke Holo	Papunesia	-8.27055	159.625	chek1238	mrn	SB	aust1307	chek1238
chuu1238	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/cent2276/west2844/pona1247/truk1243/nucl1749/cent2290/east2764/mort1238	language	grammar_sketch	['P. Laurentius Bollig. 1927. Die Bewohner der Truk-Inseln: Religion, Leben und kurze Grammatik eines Mikronesienvolkes. (Ethnologische Bibliothek Anthropos III:1.) Münster i. W.: Aschendorffsche Verlagsbuchhandlung. viii+302pp.', 'Kubary, J. 1889. Über die Industrie und den Handeln der Ruk-Insulaner. (Ethnographische Beiträge zur Kenntnis des Karolinen Archipels.)']	(east2441:1,fayi1237:1)chuu1238:1;	Chuukese	Papunesia	7.346993	151.598607	chuu1238	chk	FM	aust1307	chuu1238
daka1243	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/ambr1240/port1292/port1293	language	long_grammar	['Kilu von Prince. 2015. A Grammar of Daakaka. (Mouton Grammar Library, 67.) Berlin: DeGruyter Mouton. xxii+456pp.', 'Kilu von Prince. 2012. A Grammar of Daakaka. (Doctoral dissertation, Humboldt-Universität zu Berlin; xvii+359pp.)', 'Paton, W. F. 1971. Pronouns. In Ambrym (Lonwolwol) Grammar, 105-116. Canberra: Research School of Pacific and Asian Studies, Australian National University. (Based on 1942 The language and life of Ambrym, an island in the New Hebrides, PhD U Melbourne.)']	(sesi1237:1)daka1243:1;	Dakaka	Papunesia	-16.2696	168.013	daka1243	bpa	VU	aust1307	daka1243
damb1246	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239/damb1252	language	wordlist_or_less	['Karen Adams and Linda Lauck. 1985. Dialect Survey of Mumeng Dialect Chain. In Papers in New Guinea Linguistics 22, 1-27. Department of Anthropology, Research School of Pacific and Asian Studies, The Australian National University.', 'Bruce A. Hooley. 1971. Austronesian Languages of the Morobe District, Papua New Guinea. Oceanic Linguistics 10. 79-151.']	damb1246:1;	Dambi	Papunesia	-7.00587	146.474	damb1246	dac	PG	aust1307	damb1246
dawa1242	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/kaka1266	language	wordlist_or_less	['Humphries, W.R. 1920. Samarai Station, Eastern Division: Name of Tribe, Mia-I-Topa, Names of Village, Tutuloborobo. Papua: Annual Report for the Year 1918-1919. 108-108.']	dawa1242:1;	Dawawa	Papunesia	-10.1692	149.999	dawa1242	dww	PG	aust1307	dawa1242
dehu1237	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/loya1239	language	grammar	[""""Claire Moyse-Faurie. 1983. Le Drehu, langue de Lifou (Îles Loyaut'e): Phonologie, morphologie et syntaxe. (Langues et Cultures du Pacifique, 3.) Paris: SELAF. 212pp. (Publication of Claire Moyse-Faurie 1980 Le Dehu, langue de lifou (îles loyauté): phonologie et syntaxe, PhD U Paris V.)"""", 'Darrell T. Tryon. 1967. Dehu Grammar. (Pacific Linguistics: Series B, 7.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+111pp.', 'Sidney H. Ray. 1917. The People and Language of Lifu, Loyalty Islands. Journal of the Royal Anthropological Institute of Great Britain and Ireland 47. 239-322.', 'Alphonse Colomb. 1882. Notes grammaticales sur la langue de Lifu (Loyaltys). Revue de Linguistique et de Philologie Comparée XV. 300-320, 373-421.', 'von der Gabelentz, Hans Conor. 1879. Die Melanesischen Sprachen: Vol 2. (Abhandlungen der Königlichen Sächsischen Gesellschaft der Wissenschaften, 7:1.) Leipzig: S.~Hirzel. 1-186pp.', 'Andrew Cheyne. 1852. A Description of Islands in the Western Pacific Ocean, North and South of the Equator: with sailing directions, together with productions, manners and customs of the natives, and vocabularies of their various languages. London: J. D. Potter. 222pp.']	(losi1239:1,wete1237:1)dehu1237:1;	Dehu	Papunesia	-20.8892	167.229	dehu1237	dhv	NC	aust1307	dehu1237
diod1237	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241	language	wordlist_or_less	['Alison Kassell and Philip Lambrecht. 2012. A Sociolinguistic Profile of the West and North Goodenough. SIL Electronic Survey Reports 2012-024. 53.', 'Malcolm Ross. 1988. Proto-Oceanic and the Austronesian languages of western Melanesia. (Pacific Linguistics: Series C, 98.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+487pp. (Publication of PhD, ANU 1987.)']	(awal1237:1,cent2065:1,iaui1237:1,utal1237:1)diod1237:1;	Diodio	Papunesia	-9.38654	150.168	diod1237	ddi	PG	aust1307	diod1237
dixo1238	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240	language	wordlist_or_less	['Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	dixo1238:1;	Dixon Reef	Papunesia	-16.3267	167.516	dixo1238	dix	VU	aust1307	dixo1238
dobu1241	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240	language	grammar_sketch	['W. E. Bromilow. 1904. Vocabulary of English Words with Equivalents in Dobu (British New Guinea), Fijian and Samoan, with a Short Dobuan Grammar. Geelong: H. Thacker. 160pp.', 'W. Bromilow. 1893. Aboriginal vocabulary of Dobu. Annual Report of British New Guinea 1891-1892. 106-110.']	(cent2069:1,galu1239:1,lobo1241:1,sana1279:1,ubui1237:1)dobu1241:1;	Dobu	Papunesia	-9.63239	150.825	dobu1241	dob	PG	aust1307	dobu1241
doga1238	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235/ared1234	language	wordlist_or_less	['W. M. Strong. 1911. Notes on the languages of the north-eastern and adjoining divisions. Annual Report for the year ending 30th June 1911. 203-217.']	doga1238:1;	Doga	Papunesia	-9.63698	149.841	doga1238	dgg	PG	aust1307	doga1238
dori1246	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/sout3198	language	wordlist_or_less	['Darrell T. Tryon and B. D. Hackman. 1983. Solomon Islands Languages: An Internal Classification. (Pacific Linguistics: Series C, 72.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+490+19pp.']	dori1246:1;	Dori'o	Papunesia	-9.11536	160.897	dori1246	dor	SB	aust1307	dori1246
duau1237	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240	language	wordlist_or_less	['David Lithgow. 1987. Language Change and Relationships in Tubetube and Adjacent Languages. In Donald C. Laycock and Werner Winter (eds.), A World of Language: Papers presented to Professor Wurm, Stephen A. on his 65th Birthday, 393-410. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'David R. Lithgow. 1976. Austronesian Languages: Milne Bay and Adjacent Islands (Milne Bay Province). In Stephen A. Wurm (ed.), New Guinea Area Languages and Language Study Vol 2: Austronesian Languages, 441-523. Canberra: Research School of Pacific and Asian Studies, Australian National University.']	(dawa1243:1,gule1242:1,mwal1238:1,siau1242:1,somw1237:1)duau1237:1;	Duau	Papunesia	-10.187	151.218	duau1237	dva	PG	aust1307	duau1237
duke1237	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/west2857	language	wordlist_or_less	['Darrell T. Tryon and B. D. Hackman. 1983. Solomon Islands Languages: An Internal Classification. (Pacific Linguistics: Series C, 72.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+490+19pp.', 'Arthur Capell. 1968. Lexicostatical Study of the Languages of Choiseul Island, British Solomon Islands. In Papers in Linguistics of Melanesia 1, 1-26. Canberra: Pacific Linguistics.', 'Sidney H. Ray. 1926. Nduke (Kolobangara). In A Comparative Study of the Melanesian Island Languages, 560-562. Cambridge: Cambridge University Press.']	duke1237:1;	Duke	Papunesia	-7.97768	157.064	duke1237	nke	SB	aust1307	duke1237
dumb1241	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/extr1245	language	grammar_sketch	[""""Yvonne Païta and Shintani, Tadahiko L. A. 1990. Grammaire de la langue de Païta. (Publications de la Société d'études historiques de Nouvelle-Calédonie, 44.) Nouméa: Société d'études historiques de Nouvelle-Calédonie. 114pp."""", """"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mélanésie. (Travaux et Mémoires de l'Institut d'Ethnologie, XLVI.) Paris: Institut d'Ethnologie. 697pp.""""]	(nrum1234:1,pait1249:1,weny1239:1)dumb1241:1;	Dumbea	Papunesia	-22.0947	166.531	dumb1241	duf	NC	aust1307	dumb1241
duwe1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/lowe1411/busu1245	language	phonology_or_text	['Holzknecht, Susanne. 1989. The Markham languages of Papua New Guinea. (Pacific Linguistics: Series C.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+228pp. (Publication of 1988 PhD.)', 'Bruce A. Hooley. 1971. Austronesian Languages of the Morobe District, Papua New Guinea. Oceanic Linguistics 10. 79-151.']	duwe1237:1;	Duwet	Papunesia	-6.45752	146.841	duwe1237	gve	PG	aust1307	duwe1237
east2443	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/amba1270	language	long_grammar	['Catriona Hyslop. 1998. The Lolovoli dialect of the North-East Ambae language, Vanuatu. (Doctoral dissertation, Australian National University; xlvii+504pp.)', """"W. G. Ivens. 1940. A Grammar of the Language of Lobaha, Lepers' Island, New Hebrides, Melanesia. Bulletin of the School of Oriental and African Studies 10. 345-363."""", 'Robert Codrington. 1885. The Melanesian Languages. Oxford: Clarendon Press. viii+572pp.']	(lolo1262:1,lomb1262:1,long1396:1)east2443:1;	East Ambae	Papunesia	-15.3523	167.89	east2443	omb	VU	aust1307	east2443
east2447	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485	language	grammar	['Moyse-Faurie, Claire. 1997. Grammaire du Futunien. Nouméa, Nouvelle-Calédonie: Centre de Documentation Pédagogique Nouvelle-Calédonie. 240pp.', 'Moyse-Faurie, Claire. 1993. Dictionnaire futunien-français: avec index français-futunien. (Langues et cultures du Pacifique, 8.) Paris: Peeters. 521pp.', 'Grézel, Isidore. 1878. Dictionnaire Futunien-Français: avec notes grammaticales. Paris: Maisonneuve et cie. 301pp.']	east2447:1;	East Futuna	Papunesia	-14.278717	-178.137222	east2447	fud	WF	aust1307	east2447
eluu1241	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251/kurt1252	language	wordlist_or_less	['Stephen Schooling and Janice Schooling. 1988. A preliminary sociolinguistic and linguistic survey of Manus Province, Papua New Guinea. In Papers in New Guinea Linguistics 26, 211-241. Canberra: Research School of Pacific and Asian Studies, Australian National University.']	eluu1241:1;	Elu	Papunesia	-1.99841	147.101	eluu1241	elu	PG	aust1307	eluu1241
emae1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/vanu1245	language	grammar_sketch	['Capell, Arthur. 1962. The Polynesian Language of Mae (Emwae), New Hebrides. (Te Reo Monographs, 2.) Auckland: Linguistic Society of New Zealand. 55pp.', 'Sidney H. Ray. 1919/1920. The Polynesian Languages in Melanesia. Anthropos 14/15. 46-96.']	emae1237:1;	Emae	Papunesia	-17.052	168.399	emae1237	mmw	VU	aust1307	emae1237
eree1241	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251	language	wordlist_or_less	['Robert Blust. 2007. The prenasalised trills of Manus. In Siegel, Jeff and Lynch, John and Eades, Diana (eds.), Language description, history and development: linguistic indulgence in memory of Terry Crowley, 297-311. Amsterdam: John Benjamins.', 'Malcolm Ross. 1988. Proto-Oceanic and the Austronesian languages of western Melanesia. (Pacific Linguistics: Series C, 98.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+487pp. (Publication of PhD, ANU 1987.)']	eree1241:1;	Ere	Papunesia	-2.15569	147.083	eree1241	twp	PG	aust1307	eree1241
eton1255	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/epie1239/efat1236/sout3196	language	wordlist_or_less	['Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	(eton1256:1,pang1289:1)eton1255:1;	Eton (Vanuatu)	Papunesia	-17.74	168.549	eton1255	etn	VU	aust1307	eton1255
faga1239	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/sanc1243	language	wordlist_or_less	['Darrell T. Tryon and B. D. Hackman. 1983. Solomon Islands Languages: An Internal Classification. (Pacific Linguistics: Series C, 72.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+490+19pp.', 'Robert Codrington. 1885. The Melanesian Languages. Oxford: Clarendon Press. viii+572pp.']	(aguf1237:1,nucl1474:1,rihu1237:1)faga1239:1;	Fagani	Papunesia	-10.4479	161.662	faga1239	faf	SB	aust1307	faga1239
fata1245	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833/nort3284	language	wordlist_or_less	['Darrell T. Tryon and B. D. Hackman. 1983. Solomon Islands Languages: An Internal Classification. (Pacific Linguistics: Series C, 72.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+490+19pp.', 'Russell, T. 1951. The Fataleka of Malaita. Oceania 21. 1-13.']	fata1245:1;	Fataleka	Papunesia	-8.59041	160.861	fata1245	far	SB	aust1307	fata1245
fiji1243	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/east2446	language	long_grammar	['Albert J. Schütz. 1985. The Fijian Language. Honolulu: University of Hawaii Press. xxxi+688pp.', 'Milner, George Bertram. 1972. Fijian grammar. Suva: Government Press. 192pp.', 'David Hazlewood. 1850. A compendious grammar of the Feejeean language. Vewa [Viwa]: Wesleyan Mission Press. 195pp.']	(bauu1243:1,cent2061:1,kada1285:1,nort2843:1,nort2842:1,sout2863:1,sout2864:1,west2514:1)fiji1243:1;	Fijian	Papunesia	-18	178.33	fiji1243	fij	FJ	aust1307	fiji1243
fort1240	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/west2956	language	wordlist_or_less	['Tomas Ludvigson. 1989. Vara Kiai: a Kiai wordlist. Auckland [N.Z.]: Department of Anthropology, University of Auckland. iii+52pp.', 'Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	fort1240:1;	Kiai	Papunesia	-15.4484	166.931	fort1240	frt	VU	aust1307	fort1240
futu1245	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/vanu1245/mele1252	language	long_grammar	['Janet W. D. Dougherty. 1983. West Futuna-Aniwa: An Introduction to a Polynesian Outlier Language. Berkeley: University of California Press. 713pp.', 'Arthur Capell. 1958. The Culture and Language of Futuna and Aniwa, New Hebrides. (Oceania Linguistic Monographs, 5.) University of Sydney, Australia. 167pp.', 'W. M. Gunn. 1891. Grammar of the language of Futuna. In Daniel MacDonald (ed.), Tangoan-Santo, Malo, Malekula, Epi (Baki and Bierian), Tanna, and Futuna, 163-207. Melbourne: Edgerton and Moore.', 'Sidney H. Ray. 1888. Sketch of Aniwa Grammar. Journal of the Royal Anthropological Institute of Great Britain and Ireland 17. 282-289.', 'M. Richer. 1777. Vocabulaires tirés des langues barbares de divers peuples austraux. In Histoire Moderne, 419-457. Paris: Saillant & Nyon.', 'Relandus, Hadrianus. 1708. Dissertatio de linguis insularum quarundam orientalium. In Dissertationum Miscellanearum, 55-139. Trajecti ad Rhenum: Guilielmus Broedelet.']	(aniw1237:1,west2515:1)futu1245:1;	Futuna-Aniwa	Papunesia	-19.5303	170.215	futu1245	fut	VU	aust1307	futu1245
fwai1237	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/nmip1235/nmif1235/hyen1234	language	phonology_or_text	['von der Gabelentz, Hans Conor. 1879. Die Melanesischen Sprachen: Vol 2. (Abhandlungen der Königlichen Sächsischen Gesellschaft der Wissenschaften, 7:1.) Leipzig: S.~Hirzel. 1-186pp.']	fwai1237:1;	Fwâi	Papunesia	-20.6873	164.901	fwai1237	fwa	NC	aust1307	fwai1237
gale1257	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240/bose1238	language	wordlist_or_less	['Philip Lambrecht and Alison Kassell and Margaret Potter. 2015. The Sociolinguistic Situation of the Galeya Language Group. SIL Electronic Survey Reports 2015-022. 98.', 'David Lithgow. 1998. Muyuw: Its relationships with its neighbours and the bilingualism of its speakers. In Papers in Austronesian Linguistics 5, 1-34. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'David Lithgow. 1992. Language change on Fergusson and Normanby islands, Milne Bay Province, Papua New Guinea. In Tom Dutton (ed.), Culture change, language change: Case studies from Melanesia, 27-47. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'David R. Lithgow. 1976. Austronesian Languages: Milne Bay and Adjacent Islands (Milne Bay Province). In Stephen A. Wurm (ed.), New Guinea Area Languages and Language Study Vol 2: Austronesian Languages, 441-523. Canberra: Research School of Pacific and Asian Studies, Australian National University.']	(basi1247:1,game1243:1,gare1237:1,sebu1244:1,urua1243:1,wada1262:1)gale1257:1;	Galeya	Papunesia	-9.54137	150.836	gale1257	gar	PG	aust1307	gale1257
gaoo1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/sant1458/east2452	language	wordlist_or_less	['Darrell T. Tryon and B. D. Hackman. 1983. Solomon Islands Languages: An Internal Classification. (Pacific Linguistics: Series C, 72.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+490+19pp.', 'Robert Codrington. 1885. The Melanesian Languages. Oxford: Clarendon Press. viii+572pp.']	gaoo1237:1;	Gao	Papunesia	-8.35163	159.789	gaoo1237	gga	SB	aust1307	gaoo1237
gapa1238	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235/boan1246	language	grammar_sketch	['Catherine McGuckin. 2002. Gapapaiwa. In John Lynch and Malcolm Ross and Terry Crowley (eds.), The Oceanic Languages, 297-321. Richmond: Curzon.', 'MacGuckin, Edward and MacGuckin, Catherine. 1992. Gapapaiwa field notes. (Dictionaries in Papua New Guinea, 12.) Dallas: SIL. x+142pp.', 'Liston-Blyth, A. 1914. Vocabulary of the Paiwa language, Goodenough Bay. Papua Annual Report 1913-1914. 187-190.', 'W. M. Strong. 1911. Notes on the languages of the north-eastern and adjoining divisions. Annual Report for the year ending 30th June 1911. 203-217.', 'Sidney H. Ray. 1907. The Melanesian Languages of British New Guinea. In Sidney H. Ray (ed.), Linguistics, 413-503. Cambridge: Cambridge University Press.']	gapa1238:1;	Gapapaiwa	Papunesia	-9.73317	149.854	gapa1238	pwg	PG	aust1307	gapa1238
geda1237	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/nucl1510	language	grammar_sketch	['Mager, John F. 1952. Gedaged-English dictionary. Columbus, Ohio: American Lutheran Church, Board of Foreign Missions. 350pp.', 'Georg Friederici. 1912. Wissenschaftliche Ergebnisse: einer amtlichen Forschungsreise nach dem Bismarck-Archipel im Jahre 1908: II Beiträge zur Völker- und Sprachenkunde von Deutsch-Neuguinea. (Ergänzungsheft der Mitteilungen aus den Deutschen Schutzgebieten, 5.) Berlin: Ernst Siegfried Mittler und Sohn. vi+324+ivpp.', 'Zöller, Hugo. 1891. Deutsch-Neuguinea und meine ersteigung des Finisterre-Gebirges. Stuttgart: Union Deutsche Verlagsgesellschaft. xxxii+546pp.', 'von Miklucho-Maclay, Nikolaj. 1882. Papua-Dialekte der Maclay-Küste in Neu-Guinea. In von der Gabelentz, Georg and Meyer, Adolf Bernard (eds.), Beiträge zur Kenntnis der melanesischen, mikronesischen und papuanischen sprachen, 491-510. Leipzig: S. Hirzel.']	geda1237:1;	Gedaged	Papunesia	-5.18175	145.781	geda1237	gdd	PG	aust1307	geda1237
gela1263	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/guad1241/nucl1470/ngge1240	language	long_grammar	['Ingrid Miller. 1975. Gela Syntax. (Doctoral dissertation, University of London; 609pp.)', 'Fox, Charles E. 1941. Gela for beginners. Guadalcanar: Melanesian Mission Press. 47pp.', 'W. G. Ivens. 1937. A grammar of the Language of Florida, British Solomon Islands. Bulletin of the School of Oriental and African Studies VIII. 1075-1110.', 'Robert Codrington. 1885. Florida, Gela. In The Melanesian Languages, 522-539. Oxford: Clarendon Press.']	gela1263:1;	Gela	Papunesia	-9.04587	160.186	gela1263	nlg	SB	aust1307	gela1263
ghan1242	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/west2857/simb1260/ghan1246	language	grammar_sketch	['Eleanor Kettle. 2000. A description of the verb phrase in Ganoqa, an Austronesian language of the Solomon Islands. (MA thesis, Australian National University; xii+239pp.)', 'Carl Ribbe. 1903. Zwei Jahre unter den kannibalen der Salomo-Inseln. Dresden: Elbgau. 427pp.']	(gano1234:1,kubo1244:1)ghan1242:1;	Ghanongga	Papunesia	-8.02035	156.552	ghan1242	ghn	SB	aust1307	ghan1242
